topic,discussion_id,author,pro,anti,other
"abortion",8029,"Symbiote",6,0,2
"abortion",8029,"Steeeeve",0,8,0
"abortion",8029,"dorkusmalorkus",0,7,1
"abortion",8029,"thelmoose",8,0,0
"abortion",8029,"jitobear",7,1,0
"abortion",8029,"King Blue",3,3,2
"abortion",8029,"sk8joyful",1,7,0
"abortion",8029,"Serenity",1,3,4
"abortion",8029,"Master_Shake",2,5,1
"abortion",8029,"sinjin",6,0,2
"abortion",8029,"juleacatz",1,7,0
"abortion",8029,"Bell",8,0,0
"abortion",8029,"Caprii",0,8,0
"abortion",8029,"goaskalice",3,4,1
"abortion",8029,"zachvac",2,0,6
"abortion",8029,"angryattheworld",7,1,0
"abortion",9510,"Master_Shake",7,0,1
"abortion",9510,"Symbiote",7,1,0
"abortion",9510,"obvious_child",8,0,0
"abortion",9510,"jitobear",7,1,0
"abortion",9510,"Another opinion",8,0,0
"abortion",9510,"VTCruiser",0,8,0
"abortion",9510,"simone",8,0,0
"abortion",9510,"Steeeeve",1,7,0
"abortion",9510,"maximus",2,4,2
"abortion",9510,"ShadowPikachu",8,0,0
"abortion",9510,"SpicyGirl",2,6,0
"abortion",9510,"chloe",0,8,0
"abortion",9510,"Coyote",4,3,1
"abortion",9510,"Phyllis",0,7,1
"abortion",9510,"thelmoose",7,0,1
"abortion",9510,"Shooterandproud",8,0,0
"abortion",9510,"paw_x",8,0,0
"existence of god",10141,"Archangel",8,0,0
"existence of god",10141,"Big_Bear_Scot",1,5,2
"existence of god",10141,"Unriggable",0,8,0
"existence of god",10141,"Zardoz",0,8,0
"existence of god",10141,"simone",5,2,1
"existence of god",10141,"ShadowPikachu",3,5,0
"existence of god",10141,"Another opinion",6,2,0
"existence of god",10141,"Benjamin",8,0,0
"existence of god",10141,"Symbiote",1,7,0
"existence of god",10141,"huckleberry",5,1,2
"existence of god",10141,"moxley",8,0,0
"existence of god",10141,"charlie horse",2,6,0
"existence of god",10141,"nevernear",0,8,0
"existence of god",10141,"Easyrider",8,0,0
"existence of god",10141,"thelmoose",0,6,2
"existence of god",10141,"Jo Bennett",8,0,0
"existence of god",10141,"James",3,3,2
"existence of god",10141,"smiley",0,7,1
"existence of god",10141,"Big Orn",4,4,0
"existence of god",10141,"trebor",0,8,0
"existence of god",10141,"jyoshu",8,0,0
"existence of god",10141,"T.Q",1,6,1
"existence of god",10141,"jim's trucking",8,0,0
"existence of god",10141,"johnhanks",0,8,0
"existence of god",10141,"billcompugeek",8,0,0
"existence of god",10141,"peteratwar",7,1,0
"existence of god",10141,"Shooterandproud",2,6,0
"existence of god",10141,"EDO",8,0,0
"existence of god",10141,"pappillion001",0,7,1
"existence of god",10141,"Ripskar",0,7,1
"existence of god",10141,"GazzaElliott",0,6,2
"existence of god",10141,"Matthew S",8,0,0
"existence of god",10141,"GiantOreo",1,7,0
"existence of god",10270,"Archangel",7,0,0
"existence of god",10270,"sinjin",1,3,3
"existence of god",10270,"Symbiote",0,5,2
"existence of god",10270,"chemist99a",1,6,0
"existence of god",10270,"Jo Bennett",4,2,1
"existence of god",10270,"charlie horse",5,2,0
"existence of god",10270,"jyoshu",6,0,1
"existence of god",10270,"Zardoz",1,3,3
"existence of god",10270,"samiinh",0,7,0
"existence of god",10270,"dislexia",7,0,0
"existence of god",10270,"Easyrider",7,0,0
"existence of god",10270,"Winston Smith",1,4,2
"existence of god",10270,"richbrmly",0,7,0
"existence of god",10270,"Matthew S",0,4,3
"existence of god",195,"kelvin90701",5,0,0
"existence of god",195,"XYOU",1,4,0
"existence of god",195,"Pikeman85",1,4,0
"existence of god",195,"Madison05",5,0,0
"existence of god",195,"Tim",5,0,0
"existence of god",195,"Middle",2,2,1
"existence of god",195,"Habbit",4,1,0
"existence of god",195,"Crim",0,1,4
"existence of god",195,"WinAce",1,3,1
"existence of god",195,"gilligan8503",0,5,0
"existence of god",1207,"Trinity_Ghost1",0,5,0
"existence of god",1207,"SilentPoet",0,5,0
"existence of god",1207,"epaphras_faith",5,0,0
"existence of god",1207,"AMD4EVER",1,4,0
"existence of god",1207,"Mysterium16",5,0,0
"existence of god",1207,"Parcum",5,0,0
"existence of god",1207,"montalban",0,0,5
"existence of god",1207,"Adrenalin30",5,0,0
"existence of god",1207,"Charchuk",0,5,0
"existence of god",1207,"gilligan8503",0,5,0
"existence of god",2434,"TruthKeeper",5,0,0
"existence of god",2434,"sinjin",1,2,2
"existence of god",2434,"SilentPoet",0,5,0
"existence of god",2434,"sglaine",1,3,1
"existence of god",2434,"epaphras_faith",4,1,0
"existence of god",2434,"Rogue790",5,0,0
"existence of god",2434,"thebootfitter",2,1,2
"existence of god",2434,"unkerpaulie",5,0,0
"existence of god",2434,"rex_b",1,0,4
"existence of god",2434,"Big Orn",5,0,0
"existence of god",2434,"dreamweaver",4,1,0
"existence of god",2434,"Phunting",3,1,1
"existence of god",2434,"jim's trucking",3,1,1
"existence of god",2434,"montalban",5,0,0
"existence of god",3321,"spartacus",7,0,0
"existence of god",3321,"Dzeron",3,4,0
"existence of god",3321,"God_is_real",7,0,0
"existence of god",3321,"epaphras_faith",7,0,0
"existence of god",3321,"unkerpaulie",7,0,0
"existence of god",3321,"ScottSA",6,0,1
"existence of god",3321,"Kronus",3,3,1
"existence of god",3321,"CCR1994",3,3,1
"existence of god",3321,"Yang",3,3,1
"existence of god",3321,"thebootfitter",3,3,1
"existence of god",3321,"zachvac",3,2,2
"existence of god",3321,"Nu Leader",6,1,0
"existence of god",3321,"jim's trucking",7,0,0
"existence of god",3321,"Mach",3,4,0
"existence of god",8565,"simone",2,5,0
"existence of god",8565,"Master_Shake",7,0,0
"existence of god",8565,"Ned Buntline Jr",0,4,3
"existence of god",8565,"sinjin",2,5,0
"existence of god",8565,"Waxy",0,3,4
"existence of god",8565,"Jo Bennett",3,2,2
"existence of god",8565,"epaphras_faith",5,1,1
"existence of god",8565,"Caprii",1,5,1
"existence of god",8565,"Big Orn",7,0,0
"existence of god",8565,"greg 79 f150",6,1,0
"existence of god",8565,"fishpower",0,7,0
"existence of god",8565,"Adept",0,7,0
"existence of god",8565,"trebor",0,7,0
"existence of god",8565,"Ripskar",0,4,3
"existence of god",8565,"thelmoose",1,6,0
"existence of god",8565,"electrolyte",0,7,0
"existence of god",8565,"johnhanks",3,4,0
"existence of god",8292,"Waxy",3,3,0
"existence of god",8292,"sinjin",1,5,0
"existence of god",8292,"Adept",5,1,0
"existence of god",8292,"Bell",2,0,4
"existence of god",8292,"Liminus",1,5,0
"existence of god",8292,"epaphras_faith",5,1,0
"existence of god",8292,"Dr_Sprocket",4,2,0
"existence of god",8292,"Love Never Dies",0,2,4
"existence of god",8292,"trebor",1,5,0
"existence of god",8292,"Big Orn",5,1,0
"existence of god",8292,"simone",5,1,0
"existence of god",8292,"unkerpaulie",1,5,0
"existence of god",8292,"jyoshu",5,1,0
"existence of god",8292,"Easyrider",4,0,2
"existence of god",8292,"Master_Shake",0,1,5
"existence of god",8292,"thelmoose",1,1,4
"existence of god",8292,"Mickey Shane",4,0,2
"existence of god",9779,"Archangel",8,0,0
"existence of god",9779,"obvious_child",8,0,0
"existence of god",9779,"Charliegone",0,1,7
"existence of god",9779,"Zardoz",5,1,2
"existence of god",9779,"simone",2,6,0
"existence of god",9779,"Baron",3,1,4
"existence of god",9779,"Symbiote",6,1,1
"existence of god",9779,"huckleberry",1,3,4
"existence of god",9779,"VTCruiser",7,1,0
"existence of god",9779,"bertvan",3,3,2
"existence of god",9779,"BeHereNow",6,2,0
"existence of god",9779,"thelmoose",1,6,1
"existence of god",9779,"chemist99a",1,7,0
"existence of god",9779,"James",4,2,2
"existence of god",9779,"jyoshu",6,1,1
"existence of god",9779,"sinjin",1,7,0
"existence of god",9779,"Inyx",4,3,1
"existence of god",9779,"jackamarra",0,8,0
"existence of god",9779,"Winston Smith",0,6,2
"existence of god",9779,"Jill White",1,4,3
"existence of god",9779,"peteratwar",1,4,3
"existence of god",9779,"Chuz Life",3,1,4
"existence of god",9779,"coberst",1,2,5
"existence of god",9779,"unkerpaulie",3,4,1
"existence of god",9779,"Accipiter",1,1,6
"existence of god",9779,"Penfold",1,2,5
"existence of god",9779,"E Mutz",6,2,0
"existence of god",9779,"GiantOreo",2,5,1
"existence of god",3329,"Alan Ryan",1,5,0
"existence of god",3329,"Waxy",2,3,1
"existence of god",3329,"BradleyHarris",6,0,0
"existence of god",3329,"Dzeron",1,3,2
"existence of god",3329,"Kronus",0,6,0
"existence of god",3329,"Master_Shake",5,0,1
"existence of god",3329,"stormboy",2,3,1
"existence of god",3329,"thebootfitter",1,2,3
"existence of god",3329,"Nu Leader",4,0,2
"existence of god",3329,"unkerpaulie",5,0,1
"existence of god",3329,"montalban",6,0,0
"existence of god",3329,"JordanF",6,0,0
"existence of god",3329,"Big Orn",5,1,0
"existence of god",3329,"GreenMtnBoy",3,2,1
"existence of god",3329,"Mach",1,5,0
"existence of god",495,"debategirl88",5,0,0
"existence of god",495,"rpeeb",5,0,0
"existence of god",495,"Pikeman85",0,5,0
"existence of god",495,"Jarrodinabubble",1,3,1
"existence of god",495,"Habbit",4,1,0
"existence of god",495,"thistownwilleat",5,0,0
"existence of god",495,"demon_bunny",5,0,0
"existence of god",495,"Calligirl",3,2,0
"existence of god",495,"gilligan8503",0,4,1
"existence of god",495,"Crim",2,3,0
"existence of god",495,"wjim1269",5,0,0
"existence of god",2319,"sglaine",5,1,0
"existence of god",2319,"epaphras_faith",6,0,0
"existence of god",2319,"prayforsurf0",6,0,0
"existence of god",2319,"Valthonis",1,4,1
"existence of god",2319,"thebootfitter",3,3,0
"existence of god",2319,"Big Orn",5,0,1
"existence of god",2319,"DangerousMann",1,5,0
"existence of god",2319,"Tedster",0,2,4
"existence of god",2319,"emoreno2292",1,4,1
"existence of god",2319,"Lily",6,0,0
"existence of god",10437,"feindslayer",6,4,1
"existence of god",10437,"obvious_child",7,2,2
"existence of god",10437,"INRI",9,2,0
"existence of god",10437,"Big Orn",3,7,1
"existence of god",10437,"Zardoz",3,8,0
"existence of god",10437,"simone",0,11,0
"existence of god",10437,"samiinh",3,8,0
"existence of god",10437,"lesz",1,9,1
"existence of god",10437,"Winston Smith",11,0,0
"existence of god",10437,"electrolyte",4,7,0
"existence of god",10971,"foundit66",4,3,1
"existence of god",10971,"electrolyte",5,3,0
"existence of god",10971,"obvious_child",4,1,3
"existence of god",10971,"Kronus",3,4,1
"existence of god",10971,"Jo Bennett",4,3,1
"existence of god",10971,"HonestAbe",3,2,3
"existence of god",10971,"Shooterandproud",4,1,3
"existence of god",10971,"smiley",3,5,0
"existence of god",10971,"Archangel",5,3,0
"existence of god",10971,"Zardoz",4,2,2
"existence of god",10971,"gman",6,2,0
"existence of god",10971,"trebor",1,6,1
"existence of god",10971,"GiantOreo",4,3,1
"existence of god",10971,"Another opinion",3,4,1
"existence of god",10971,"Christina_Castl",7,0,1
"existence of god",10971,"snakespit",3,5,0
"existence of god",10971,"Existantia",3,4,1
"existence of god",10971,"Ghost Rider",3,3,2
"existence of god",10094,"Master_Shake",1,3,4
"existence of god",10094,"Archangel",8,0,0
"existence of god",10094,"sinjin",1,4,3
"existence of god",10094,"huckleberry",8,0,0
"existence of god",10094,"Jo Bennett",7,1,0
"existence of god",10094,"Shooterandproud",2,5,1
"existence of god",10094,"Zardoz",5,3,0
"existence of god",10094,"trebor",1,4,3
"existence of god",10094,"ShadowPikachu",6,2,0
"existence of god",10094,"GiantOreo",0,8,0
"existence of god",10094,"Ripskar",0,6,2
"existence of god",10094,"JPSartre12",1,2,5
"existence of god",10094,"DrD",7,1,0
"existence of god",10094,"johnhanks",1,6,1
"existence of god",1054,"Duo_Maxwell",0,6,0
"existence of god",1054,"Tisthammerw",2,3,1
"existence of god",1054,"SilentPoet",2,4,0
"existence of god",1054,"Kronus",3,3,0
"existence of god",1054,"voiceofreason",6,0,0
"existence of god",1054,"epaphras_faith",6,0,0
"existence of god",1054,"Dr.Hayden",2,3,1
"existence of god",1054,"apathy",0,6,0
"existence of god",1054,"sundowner",0,6,0
"existence of god",1054,"Big Orn",6,0,0
"existence of god",1054,".Uniform.",0,1,5
"existence of god",1054,"dsadevil",2,3,1
"existence of god",1054,"montalban",6,0,0
"existence of god",1054,"unkerpaulie",2,4,0
"existence of god",1054,"AMD4EVER",0,6,0
"existence of god",1054,"Phunting",2,3,1
"existence of god",1054,"Mach",0,5,1
"existence of god",1054,"undefined",1,3,2
"existence of god",1054,"daewoo",6,0,0
"existence of god",1054,"CowboyFromHeLL",0,6,0
"existence of god",1054,"gilligan8503",0,6,0
"existence of god",1714,"Hank",0,3,2
"existence of god",1714,"dreamweaver",4,0,1
"existence of god",1714,"Richard",4,0,1
"existence of god",8948,"Jill White",6,3,0
"existence of god",8948,"thelmoose",0,9,0
"existence of god",8948,"Kronus",4,5,0
"existence of god",8948,"gaetano",4,5,0
"existence of god",8948,"simone",4,5,0
"existence of god",8948,"Peeling",3,6,0
"existence of god",8948,"johnhanks",3,5,1
"existence of god",8948,"jyoshu",9,0,0
"existence of god",8948,"Adept",2,6,1
"existence of god",8948,"trebor",2,7,0
"existence of god",8948,"Yossarian",2,5,2
"existence of god",8948,"Easyrider",8,1,0
"existence of god",8948,"Ripskar",4,5,0
"existence of god",8948,"electrolyte",4,5,0
"existence of god",8948,"Mach",3,6,0
"existence of god",11117,"MrWriteLA",1,6,0
"existence of god",11117,"thelmoose",1,5,1
"existence of god",11117,"jitobear",0,2,5
"existence of god",11117,"Jo Bennett",5,1,1
"existence of god",11117,"jim's trucking",0,1,6
"existence of god",11117,"Archangel",7,0,0
"existence of god",11117,"ServantOfChrist",6,0,1
"existence of god",11117,"foundit66",0,6,1
"existence of god",11117,"jyoshu",7,0,0
"existence of god",11117,"trebor",2,3,2
"existence of god",11117,"sinjin",2,3,2
"existence of god",11117,"ShadowPikachu",2,3,2
"existence of god",11117,"GiantOreo",2,5,0
"existence of god",11117,"Penfold",1,6,0
"existence of god",11117,"Ripskar",0,5,2
"existence of god",11117,"electrolyte",1,5,1
"existence of god",4596,"sinjin",0,1,5
"existence of god",4596,"Kaill",0,5,1
"existence of god",4596,"Tastyfish",0,3,3
"existence of god",4596,"Faithless623",0,3,3
"existence of god",4596,"Clive14",0,1,5
"existence of god",4596,"trs",0,2,4
"existence of god",4596,"trebor",0,4,2
"existence of god",4596,"unkerpaulie",0,3,3
"existence of god",4596,"Orion",0,1,5
"existence of god",4596,"zelma",4,1,1
"existence of god",4596,"Mach",0,6,0
"existence of god",9353,"sinjin",2,4,0
"existence of god",9353,"thinking_person",6,0,0
"existence of god",9353,"jim's trucking",2,1,3
"existence of god",9353,"99%BEEF",1,1,4
"existence of god",9353,"trebor",3,1,2
"existence of god",9353,"simone",1,5,0
"existence of god",9353,"Steeeeve",4,0,2
"existence of god",9353,"ShadowPikachu",1,1,4
"existence of god",9353,"Easyrider",6,0,0
"existence of god",9353,"Anastasia",1,2,3
"existence of god",9353,"GazzaElliott",1,2,3
"existence of god",9353,"thelmoose",2,3,1
"existence of god",9353,"Shooterandproud",3,2,1
"existence of god",9353,"johnhanks",1,3,2
"existence of god",9355,"peteratwar",6,0,0
"existence of god",9355,"gaetano",4,2,0
"existence of god",9355,"thinking_person",5,1,0
"existence of god",9355,"Matthew S",0,5,1
"existence of god",9355,"Jo Bennett",2,3,1
"existence of god",9355,"georged",0,6,0
"existence of god",9355,"Big Orn",5,0,1
"existence of god",9355,"greg 79 f150",6,0,0
"existence of god",9355,"Zardoz",2,4,0
"existence of god",9355,"simone",1,2,3
"existence of god",9355,"trebor",3,1,2
"existence of god",9355,"sinjin",1,3,2
"existence of god",9355,"ShadowPikachu",3,2,1
"existence of god",9355,"dislexia",6,0,0
"existence of god",9355,"Easyrider",6,0,0
"existence of god",9355,"pappillion001",2,2,2
"existence of god",9355,"GazzaElliott",2,1,3
"existence of god",9355,"thelmoose",1,4,1
"existence of god",9355,"Shooterandproud",0,5,1
"existence of god",10649,"Archangel",6,0,0
"existence of god",10649,"thelmoose",1,3,2
"existence of god",10649,"Undeterred",1,4,1
"existence of god",10649,"obvious_child",1,4,1
"existence of god",10649,"ChristAscended",6,0,0
"existence of god",10649,"jim's trucking",0,3,3
"existence of god",10649,"Big_Bear_Scot",0,6,0
"existence of god",10649,"lesz",0,6,0
"existence of god",10649,"billsco",0,0,6
"existence of god",10649,"Iuris",0,5,1
"existence of god",10649,"Antibogotes",3,2,1
"existence of god",10649,"Jenny_",0,5,1
"existence of god",10649,"electrolyte",0,6,0
"existence of god",10174,"peteratwar",8,0,0
"existence of god",10174,"Bassman",8,0,0
"existence of god",10174,"Matthew S",5,1,2
"existence of god",10174,"smiley",0,8,0
"existence of god",10174,"charlie horse",4,4,0
"existence of god",10174,"Unriggable",3,4,1
"existence of god",10174,"Zardoz",4,4,0
"existence of god",10174,"simone",3,4,1
"existence of god",10174,"samiinh",3,5,0
"existence of god",10174,"sinjin",3,5,0
"existence of god",10174,"Inyx",3,4,1
"existence of god",10174,"Liminus",5,3,0
"existence of god",10174,"Ripskar",0,7,1
"existence of god",10174,"richbrmly",5,3,0
"existence of god",10174,"Shooterandproud",3,5,0
"existence of god",10174,"JakeCJB",4,4,0
"existence of god",10700,"Waxy",0,6,1
"existence of god",10700,"Archangel",6,1,0
"existence of god",10700,"sinjin",0,7,0
"existence of god",10700,"samiinh",0,6,1
"existence of god",10700,"thelmoose",0,7,0
"existence of god",10700,"charlie horse",1,5,1
"existence of god",10700,"unkerpaulie",0,7,0
"existence of god",10700,"jyoshu",6,0,1
"existence of god",10700,"Zardoz",2,4,1
"existence of god",10700,"trebor",0,5,2
"existence of god",10700,"billsco",1,5,1
"existence of god",10700,"samNH",0,5,2
"existence of god",10700,"lesz",0,5,2
"existence of god",10700,"electrolyte",1,5,1
"existence of god",10700,"johnhanks",0,7,0
"existence of god",3742,"Waxy",2,4,0
"existence of god",3742,"MrWriteLA",0,4,2
"existence of god",3742,"billsco",4,0,2
"existence of god",3742,"pnac=ww3",0,3,3
"existence of god",3742,"Dzeron",0,6,0
"existence of god",3742,"Alan Ryan",1,5,0
"existence of god",3742,"Richbee",4,2,0
"existence of god",3742,"joebrummer",0,6,0
"existence of god",3742,"stormboy",6,0,0
"existence of god",3742,"Master_Shake",4,1,1
"existence of god",3742,"georged",1,5,0
"existence of god",3742,"Big Orn",4,2,0
"existence of god",3742,"unkerpaulie",1,5,0
"existence of god",3742,"sinjin",1,5,0
"existence of god",3742,"NeoNegro",5,1,0
"existence of god",3742,"AlokaParyetra",1,5,0
"existence of god",3742,"Easyrider",6,0,0
"existence of god",3742,"maximus",4,2,0
"existence of god",3742,"Mach",1,5,0
"existence of god",3839,"Waxy",4,5,0
"existence of god",3839,"MrWriteLA",2,5,2
"existence of god",3839,"sinjin",4,5,0
"existence of god",3839,"pnac=ww3",4,5,0
"existence of god",3839,"Dzeron",4,5,0
"existence of god",3839,"Alan Ryan",4,5,0
"existence of god",3839,"Richbee",9,0,0
"existence of god",3839,"joebrummer",4,2,3
"existence of god",3839,"zachvac",1,8,0
"existence of god",3839,"AlokaParyetra",4,5,0
"existence of god",3839,"Tastyfish",4,5,0
"existence of god",3839,"billsco",5,4,0
"existence of god",3839,"Easyrider",8,1,0
"existence of god",3839,"Mach",3,6,0
"existence of god",3839,"Master_Shake",6,3,0
"existence of god",9666,"Master_Shake",4,4,0
"existence of god",9666,"Archangel",8,0,0
"existence of god",9666,"peteratwar",8,0,0
"existence of god",9666,"huckleberry",5,3,0
"existence of god",9666,"gaetano",5,3,0
"existence of god",9666,"James",7,1,0
"existence of god",9666,"MrWriteLA",3,3,2
"existence of god",9666,"Big Orn",8,0,0
"existence of god",9666,"Zardoz",4,4,0
"existence of god",9666,"trebor",5,3,0
"existence of god",9666,"ShadowPikachu",7,1,0
"existence of god",9666,"jyoshu",6,2,0
"existence of god",9666,"Ripskar",3,2,3
"existence of god",9666,"thelmoose",3,4,1
"existence of god",9666,"JPSartre12",4,3,1
"existence of god",9666,"E Mutz",6,1,1
"existence of god",9666,"Matthew S",5,3,0
"existence of god",8284,"Adept",3,7,0
"existence of god",8284,"foundit66",6,2,2
"existence of god",8284,"Monster",2,6,2
"existence of god",8284,"Jo Bennett",10,0,0
"existence of god",8284,"epaphras_faith",10,0,0
"existence of god",8284,"INRI",10,0,0
"existence of god",8284,"Love Never Dies",1,8,1
"existence of god",8284,"Inyx",3,6,1
"existence of god",8284,"simone",2,7,1
"existence of god",8284,"trebor",3,6,1
"existence of god",8284,"maximus",8,2,0
"existence of god",8284,"Dr_Sprocket",3,7,0
"existence of god",8284,"Ripskar",3,3,4
"existence of god",8284,"thelmoose",4,5,1
"existence of god",8284,"Wiz",9,0,1
"existence of god",10249,"Archangel",9,0,1
"existence of god",10249,"sinjin",3,5,2
"existence of god",10249,"Symbiote",2,7,1
"existence of god",10249,"Kronus",4,3,3
"existence of god",10249,"Jo Bennett",10,0,0
"existence of god",10249,"Bassman",10,0,0
"existence of god",10249,"Jaaaman",10,0,0
"existence of god",10249,"fjp8000",2,8,0
"existence of god",10249,"charlie horse",3,5,2
"existence of god",10249,"MrWriteLA",2,0,8
"existence of god",10249,"jyoshu",8,0,2
"existence of god",10249,"Zardoz",4,6,0
"existence of god",10249,"simone",2,0,8
"existence of god",10249,"samiinh",2,7,1
"existence of god",10249,"GiantOreo",3,6,1
"existence of god",10249,"Easyrider",10,0,0
"existence of god",10249,"Ripskar",2,7,1
"existence of god",10249,"richbrmly",9,1,0
"existence of god",10249,"trebor",2,4,4
"existence of god",7480,"Truthsayer",3,3,0
"existence of god",7480,"Liminus",0,6,0
"existence of god",7480,"Maineiac",1,4,1
"existence of god",7480,"simone",1,5,0
"existence of god",7480,"snakespit",0,5,1
"existence of god",7480,"DamEtel",0,6,0
"existence of god",7480,"alienrighteousn",6,0,0
"existence of god",7480,"NJCHRISTIANMALE",6,0,0
"existence of god",7480,"Symbiote",1,5,0
"existence of god",7480,"Peeling",0,6,0
"existence of god",7480,"charlie horse",1,5,0
"existence of god",7480,"thelmoose",1,5,0
"existence of god",7480,"Abram DeWeese",6,0,0
"existence of god",7480,"Genkaus",0,6,0
"existence of god",7480,"Waxy",2,4,0
"existence of god",7480,"chemist99a",2,3,1
"existence of god",7480,"Jo Bennett",3,1,2
"existence of god",7480,"sciropolis",1,2,3
"existence of god",7480,"smiley",1,5,0
"existence of god",7480,"doG",0,6,0
"existence of god",7480,"trebor",0,6,0
"existence of god",7480,"jim's trucking",1,5,0
"existence of god",7480,"sinjin",1,5,0
"existence of god",7480,"jazyjason",0,2,4
"existence of god",7480,"unkerpaulie",1,5,0
"existence of god",7480,"Iuris",0,6,0
"existence of god",7480,"Penfold",2,3,1
"existence of god",7480,"richbrmly",5,1,0
"existence of god",7480,"Cheesejoff",0,5,1
"existence of god",7480,"OldSarge",0,3,3
"existence of god",7025,"nocturnal09",2,1,3
"existence of god",7025,"Truthsayer",1,5,0
"existence of god",7025,"Futue te ipsum",1,4,1
"existence of god",7025,"Kronus",0,5,1
"existence of god",7025,"simone",0,4,2
"existence of god",7025,"oliphant",6,0,0
"existence of god",7025,"jyoshu",5,0,1
"existence of god",7025,"Adept",1,5,0
"existence of god",7025,"trebor",0,5,1
"existence of god",7025,"DamEtel",0,6,0
"existence of god",7025,"Easyrider",5,0,1
"existence of god",7025,"jim's trucking",6,0,0
"existence of god",7025,"Wraith",1,4,1
"existence of god",7025,"johnhanks",0,6,0
"existence of god",7663,"Alan Ryan",5,3,1
"existence of god",7663,"billsco",2,7,0
"existence of god",7663,"Symbiote",2,4,3
"existence of god",7663,"Kronus",1,4,4
"existence of god",7663,"marc9000",9,0,0
"existence of god",7663,"Matthew S",5,4,0
"existence of god",7663,"doG",2,7,0
"existence of god",7663,"jyoshu",6,1,2
"existence of god",7663,"simone",3,5,1
"existence of god",7663,"trebor",2,7,0
"existence of god",7663,"Iuris",2,4,3
"existence of god",7663,"Easyrider",9,0,0
"existence of god",7663,"DamEtel",3,4,2
"existence of god",7663,"Orion",4,4,1
"existence of god",7663,"electrolyte",2,6,1
"existence of god",7663,"Obvious Child",9,0,0
"existence of god",7663,"Mach",2,7,0
"existence of god",6271,"Alan Ryan",9,0,0
"existence of god",6271,"Captain America banned",4,1,4
"existence of god",6271,"unkerpaulie",3,6,0
"existence of god",6271,"johnson",6,3,0
"existence of god",6271,"Kronus",7,2,0
"existence of god",6271,"Howard Beale",7,2,0
"existence of god",6271,"trebor",0,9,0
"existence of god",6271,"jyoshu",8,1,0
"existence of god",6271,"Bassman",8,1,0
"existence of god",6271,"simone",4,4,1
"existence of god",6271,"Orion",2,7,0
"existence of god",6271,"PoohBear",9,0,0
"existence of god",6271,"Easyrider",8,1,0
"existence of god",6271,"Ripskar",4,5,0
"existence of god",6271,"johnhanks",4,5,0
"existence of god",2274,"Ghost",0,6,1
"existence of god",2274,"Waxy",1,6,0
"existence of god",2274,"billsco",0,7,0
"existence of god",2274,"emclean",0,6,1
"existence of god",2274,"mamboni",0,4,3
"existence of god",2274,"galton",4,2,1
"existence of god",2274,"sglaine",5,2,0
"existence of god",2274,"epaphras_faith",5,2,0
"existence of god",2274,"Rogue790",6,0,1
"existence of god",2274,"Eddie",1,4,2
"existence of god",2274,"Big Orn",5,2,0
"existence of god",2274,"JPSartre12",5,2,0
"existence of god",2274,"Tastyfish",1,6,0
"existence of god",2274,"sinjin",0,7,0
"existence of god",2274,"Anastasia",1,5,1
"existence of god",2274,"thebootfitter",6,1,0
"existence of god",2274,"AMD4EVER",5,1,1
"existence of god",2274,"Phunting",0,7,0
"existence of god",2274,"jim's trucking",6,1,0
"existence of god",2274,"daewoo",6,1,0
"existence of god",1286,"sundowner",3,3,1
"existence of god",1286,"Robbie",5,1,1
"existence of god",1286,"gilligan8503",0,7,0
"existence of god",1286,"rapture",7,0,0
"existence of god",1286,"epaphras_faith",7,0,0
"existence of god",1286,"Dante",0,6,1
"existence of god",1286,"blah",7,0,0
"existence of god",1286,"Leviathan",2,5,0
"existence of god",1286,"Parcum",7,0,0
"existence of god",1286,"blackhawkflyer",0,7,0
"existence of god",1286,"superbuddhaman",1,4,2
"existence of god",1286,"Ninjita",0,6,1
"existence of god",1286,"SilentPoet",0,7,0
"existence of god",5477,"Duo_Maxwell",1,16,0
"existence of god",5477,"college_girl",0,1,16
"existence of god",5477,"sinjin",2,12,3
"existence of god",5477,"Symbiote",4,10,3
"existence of god",5477,"Dzeron",0,1,16
"existence of god",5477,"AlokaParyetra",4,13,0
"existence of god",5477,"trebor",3,13,1
"existence of god",5477,"Soulsaver",8,3,6
"existence of god",5477,"Jimmyjacks",16,1,0
"existence of god",5477,"Adept",4,13,0
"existence of god",5477,"gnojek",4,3,10
"existence of god",5477,"billsco",4,9,4
"existence of god",5477,"unkerpaulie",7,9,1
"existence of god",5477,"Easyrider",14,1,2
"existence of god",5477,"Orion",0,2,15
"existence of god",5477,"Obvious Child",7,2,8
"existence of god",6657,"Master_Shake",3,1,1
"existence of god",6657,"Monster",0,4,1
"existence of god",6657,"jitobear",0,4,1
"existence of god",6657,"Jo Bennett",0,4,1
"existence of god",6657,"Bassman",5,0,0
"existence of god",6657,"Tastyfish",1,4,0
"existence of god",6657,"joebrummer",0,5,0
"existence of god",6657,"Big_Bear_Scot",0,5,0
"existence of god",6657,"doG",1,3,1
"existence of god",6657,"jyoshu",5,0,0
"existence of god",6657,"Clive14",0,5,0
"existence of god",6657,"simone",0,2,3
"existence of god",6657,"trebor",0,5,0
"existence of god",6657,"Easyrider",5,0,0
"existence of god",6657,"emoreno2292",0,2,3
"existence of god",6657,"Orion",0,4,1
"existence of god",6657,"Matthew S",0,5,0
"existence of god",6657,"Black Phoenix",4,0,1
"existence of god",6657,"johnhanks",0,5,0
