"key","discussion_id","worker_id","agree-disagree","defeater-undercutter","defeater-undercutter_unsure","negotiate-attack","negotiate-attack_unsure","personal-audience","personal-audience_unsure","questioning-asserting","questioning-asserting_unsure"
"(144, 4)",9437,"A3O4XM3IGW1SR2","Agree","","","","","","","",""
"(144, 4)",9437,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(144, 4)",9437,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(453, 6)",6220,"A1IMICF9ISISZN","Disagree",1,False,0,True,-1,False,1,False
"(453, 6)",6220,"A19FRD1IDZ65FW","Disagree",-4,False,3,False,3,False,3,False
"(453, 6)",6220,"A2SYE7B32P48S8","Disagree",-3,False,2,False,-2,False,2,False
"(453, 6)",6220,"AM7FYVGVOEP66","Agree","","","","","","","",""
"(453, 6)",6220,"ADYCUVNP6FK61","Disagree",5,False,4,False,-4,False,4,False
"(453, 6)",6220,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(453, 6)",6220,"A3P0SDW2G0SD07","Disagree",-1,False,-4,False,0,True,4,False
"(885, 3)",9376,"A3C9A382KUWMS0","Disagree",5,False,-3,False,0,False,5,False
"(885, 3)",9376,"A1BS484S0O76YT","Agree","","","","","","","",""
"(885, 3)",9376,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(885, 3)",9376,"A2VC5HZF0SQUWP","Disagree",4,False,-1,False,-4,False,2,False
"(885, 3)",9376,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1176, 1)",12023,"A3C9A382KUWMS0","Disagree",5,False,0,False,-5,False,0,False
"(1176, 1)",12023,"A1UDQV4PUFYPKN","Disagree",-3,False,-3,False,-1,False,3,False
"(1176, 1)",12023,"A1XXMVPHRKUTAH","Agree","","","","","","","",""
"(1176, 1)",12023,"A3F0OII70LQX09","Disagree",2,False,-4,False,1,False,2,False
"(1176, 1)",12023,"A1B2KIB7DPC2PR","Disagree",2,False,1,False,4,False,1,False
"(814, 1)",14518,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(814, 1)",14518,"A2HUSOVMMRJNNX","Disagree",3,False,-4,False,0,False,3,False
"(814, 1)",14518,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(814, 1)",14518,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(814, 1)",14518,"A2TSN533LXI6S4","Disagree",-4,False,-3,False,-4,False,-5,False
"(1132, 4)",337,"A32LCM1ZARQLOG","Disagree",0,True,2,False,-3,False,-3,False
"(1132, 4)",337,"AKJ22H1NTVIQX","Disagree",0,True,1,False,-3,False,-3,False
"(1132, 4)",337,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1132, 4)",337,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1132, 4)",337,"A37XVHGR4ZSTSM","Disagree",3,False,3,False,-3,False,-5,False
"(1132, 4)",337,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1061, 0)",6426,"A2Q3ZPCNE2EOAO","Disagree",-5,False,5,False,-5,False,-5,False
"(1061, 0)",6426,"A3I9UOCM5EXMR2","Disagree",-3,False,3,False,-4,False,-3,False
"(1061, 0)",6426,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1061, 0)",6426,"A1B2KIB7DPC2PR","Disagree",-1,False,2,False,0,True,2,False
"(1061, 0)",6426,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(197, 1)",13158,"A2M6B4T35HDKMZ","Disagree",-5,False,-5,False,-5,False,-5,False
"(197, 1)",13158,"A32LCM1ZARQLOG","Disagree",2,False,2,False,2,False,-2,False
"(197, 1)",13158,"A1B2KIB7DPC2PR","Disagree",-4,False,-2,False,-1,False,2,False
"(197, 1)",13158,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(197, 1)",13158,"A3L9J8AER0FU3V","Disagree",4,False,-3,False,-5,False,0,False
"(780, 0)",12354,"A2HUSOVMMRJNNX","Agree","","","","","","","",""
"(780, 0)",12354,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(780, 0)",12354,"A1BS484S0O76YT","Agree","","","","","","","",""
"(780, 0)",12354,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(780, 0)",12354,"A1B2KIB7DPC2PR","Disagree",-1,False,-3,False,0,False,1,False
"(1254, 5)",13919,"A2O9ZPGNNBSH00","Disagree",-3,False,0,False,0,True,0,False
"(1254, 5)",13919,"A3NAZZEBINRI7Q","Disagree",-4,False,3,False,-2,False,-4,False
"(1254, 5)",13919,"A2FHOQX90RA45G","Disagree",2,False,0,False,4,False,0,False
"(1254, 5)",13919,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(1254, 5)",13919,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1254, 5)",13919,"A2O9ZPGNNBSH00","Disagree",0,False,0,False,0,False,0,False
"(234, 6)",4548,"A2HUSOVMMRJNNX","Disagree",-3,False,0,False,2,False,4,False
"(234, 6)",4548,"A2Z2CVOBYA74B0","Disagree",-5,False,-5,False,-5,False,0,False
"(234, 6)",4548,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(234, 6)",4548,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(234, 6)",4548,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(234, 6)",4548,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1212, 3)",13867,"AP1HCIYDB0OTX","Disagree",-4,False,1,False,-1,False,0,True
"(1212, 3)",13867,"A13ZLTV0I0UG4D","Disagree",-5,False,0,True,-3,False,3,False
"(1212, 3)",13867,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1212, 3)",13867,"A2ZG6GDYEI4Q3K","Disagree",-5,False,5,False,-5,False,0,True
"(1212, 3)",13867,"A2VTDOJE2XP8TK","Disagree",2,False,-4,False,-3,False,5,False
"(1212, 3)",13867,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1212, 3)",13867,"A2VWJTNC4OKNI7","Disagree",-5,False,-3,False,-2,False,-1,False
"(348, 2)",11917,"A1LLHNQKFEXJB0","Disagree",-2,False,2,False,-2,False,2,False
"(348, 2)",11917,"A1A5L6YTHHQ6LA","Disagree",-3,False,-2,False,1,False,1,False
"(348, 2)",11917,"A2SG3RMGIDQTWT","Disagree",-5,False,-5,False,-5,False,5,False
"(348, 2)",11917,"AU5T0VP91UJXV","Disagree",-5,False,0,False,-5,False,-5,False
"(348, 2)",11917,"A1DNBHO8W403P7","Disagree",-3,False,-2,False,2,False,0,False
"(348, 2)",11917,"A1BEOLWSEW3PCC","Disagree",-5,False,-1,False,-4,False,2,False
"(348, 2)",11917,"A31Z06KS8M1B88","Disagree",-3,False,4,False,-3,False,-3,False
"(595, 3)",2492,"A1BADZXRMPSPDC","Agree","","","","","","","",""
"(595, 3)",2492,"A1ALXBLZSVORA7","Disagree",0,False,-2,False,0,False,0,True
"(595, 3)",2492,"A2IFI1P3MA35AM","Agree","","","","","","","",""
"(595, 3)",2492,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(595, 3)",2492,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(595, 3)",2492,"A3UB7ARD2MI4X4","Disagree",-5,False,0,False,0,False,0,False
"(1243, 4)",10933,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(1243, 4)",10933,"A1BEOLWSEW3PCC","Agree","","","","","","","",""
"(1243, 4)",10933,"A1E0EK09CA5OIO","Agree","","","","","","","",""
"(1243, 4)",10933,"A2MR259UZRESDS","Agree","","","","","","","",""
"(1243, 4)",10933,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(1002, 3)",6355,"A2Q3ZPCNE2EOAO","Disagree",3,False,-2,False,3,False,5,False
"(1002, 3)",6355,"A3I9UOCM5EXMR2","Disagree",-1,False,1,False,-1,False,1,False
"(1002, 3)",6355,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1002, 3)",6355,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1002, 3)",6355,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1134, 1)",5305,"A2LV5QYHH24OMY","Disagree",2,False,-3,False,1,False,0,False
"(1134, 1)",5305,"AC8BGOG45QWA2","Disagree",2,False,-3,False,-3,False,0,False
"(1134, 1)",5305,"A22K68WIUPZSRQ","Disagree",-3,False,-2,False,2,False,2,False
"(1134, 1)",5305,"A3374C8G2EUNVO","Disagree",3,False,2,False,3,False,2,False
"(1134, 1)",5305,"A1U00BDONXG17C","Disagree",-2,False,0,False,4,False,0,False
"(1134, 1)",5305,"A31O7P7Z650N7B","Agree","","","","","","","",""
"(931, 5)",2024,"A2VTDOJE2XP8TK","Disagree",1,False,-2,False,-2,False,-2,False
"(931, 5)",2024,"A1ILI24TOFSQRG","Disagree",5,False,-5,False,-2,False,5,False
"(931, 5)",2024,"A3F0OII70LQX09","Disagree",2,False,0,False,0,False,2,False
"(1249, 2)",472,"A2O9ZPGNNBSH00","Disagree",-4,False,4,False,-3,False,-4,False
"(1249, 2)",472,"A7ZOVHE48L7RS","Disagree",1,False,3,False,1,False,4,False
"(1249, 2)",472,"A2MR259UZRESDS","Disagree",-5,False,-5,False,-5,False,-5,False
"(1249, 2)",472,"A37XVHGR4ZSTSM","Disagree",4,False,4,False,-3,False,-1,False
"(1249, 2)",472,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(129, 3)",576,"A2C2EIWRWHZO2R","Disagree",-3,False,4,False,3,False,2,False
"(129, 3)",576,"A1CZ9XRU7G9V76","Agree","","","","","","","",""
"(129, 3)",576,"A3O4XM3IGW1SR2","Disagree",0,False,5,False,-3,False,-2,False
"(129, 3)",576,"ACRPELJEVGVFN","Disagree",-1,False,1,False,-4,False,-4,False
"(129, 3)",576,"A2SJC9VRBGNC58","Disagree",5,False,5,False,-5,False,-5,False
"(314, 1)",5807,"A313UJHIIK55EO","Agree","","","","","","","",""
"(314, 1)",5807,"AHOARZ6ADFC90","Agree","","","","","","","",""
"(314, 1)",5807,"A3FM3KWYVBBZ15","Agree","","","","","","","",""
"(314, 1)",5807,"A1B2KIB7DPC2PR","Disagree",2,False,-3,False,0,False,0,False
"(314, 1)",5807,"A3F0OII70LQX09","Disagree",-3,False,-3,False,1,False,0,False
"(561, 0)",11921,"A1BADZXRMPSPDC","Agree","","","","","","","",""
"(561, 0)",11921,"A1BEOLWSEW3PCC","Agree","","","","","","","",""
"(561, 0)",11921,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(561, 0)",11921,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(561, 0)",11921,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(897, 6)",135,"ARKQGPD2DGWXQ","Agree","","","","","","","",""
"(897, 6)",135,"A11JA8LC2HGSTH","Disagree",-4,False,-4,False,3,False,-4,False
"(897, 6)",135,"A2O9ZPGNNBSH00","Disagree",-3,False,0,False,-2,False,-2,False
"(897, 6)",135,"A1B2KIB7DPC2PR","Disagree",-3,False,-5,False,-3,False,-3,False
"(897, 6)",135,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(897, 6)",135,"A6Y7BLDK90Q19","Disagree",1,False,1,False,-2,False,-4,False
"(367, 4)",9021,"A214Z5K085SL0R","Disagree",-2,False,2,False,1,False,2,False
"(367, 4)",9021,"A27DLL4E4JBOBA","Disagree",2,False,-3,False,-3,False,3,False
"(367, 4)",9021,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(367, 4)",9021,"A2MR259UZRESDS","Disagree",-4,False,-4,False,-3,False,3,False
"(367, 4)",9021,"A1V2JY1MJ4P6CF","Disagree",-2,False,2,False,2,False,2,False
"(367, 4)",9021,"A1D5WFLIAYY4NB","Disagree",-2,False,-3,False,3,False,3,False
"(280, 0)",13821,"A1UDQV4PUFYPKN","Agree","","","","","","","",""
"(280, 0)",13821,"AK460483Q91EI","Disagree",-2,False,1,False,2,False,-2,False
"(280, 0)",13821,"A5379LUINT3PC","Agree","","","","","","","",""
"(280, 0)",13821,"A2C4XN5Z2ICCAT","Agree","","","","","","","",""
"(280, 0)",13821,"A2SG3RMGIDQTWT","Agree","","","","","","","",""
"(280, 0)",13821,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(280, 0)",13821,"ADGL6VGBT5KMV","Agree","","","","","","","",""
"(465, 4)",4126,"A1H315JJUL7CWD","Disagree",-5,False,-5,False,3,False,5,False
"(465, 4)",4126,"A3TMBSI2HW9NF4","Disagree",-5,False,-4,False,3,False,5,False
"(465, 4)",4126,"A313UJHIIK55EO","Disagree",-4,False,4,False,3,False,4,False
"(465, 4)",4126,"A214Z5K085SL0R","Agree","","","","","","","",""
"(465, 4)",4126,"A2SG3RMGIDQTWT","Disagree",-5,False,5,False,-4,False,5,False
"(465, 4)",4126,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(543, 1)",12959,"A2ICVZ7X9QYESA","Agree","","","","","","","",""
"(543, 1)",12959,"A7ZOVHE48L7RS","Disagree",-2,False,-3,False,-2,False,-1,False
"(543, 1)",12959,"A2SG3RMGIDQTWT","Disagree",-5,False,-5,False,5,False,5,False
"(543, 1)",12959,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(543, 1)",12959,"A1B2KIB7DPC2PR","Disagree",1,False,2,False,-4,False,3,False
"(712, 3)",9870,"AP0ABE3ZSEGPC","Agree","","","","","","","",""
"(712, 3)",9870,"A13ZLTV0I0UG4D","Disagree",-5,False,0,False,2,False,5,False
"(712, 3)",9870,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(712, 3)",9870,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(712, 3)",9870,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(111, 3)",8809,"AQMT9SLNOUZQI","Agree","","","","","","","",""
"(111, 3)",8809,"AZP1LZ2C6M83","Disagree",3,False,4,False,-5,False,3,False
"(111, 3)",8809,"AM7FYVGVOEP66","Disagree",2,False,2,False,-4,False,-3,False
"(111, 3)",8809,"ADN76VWLV3O5S","Disagree",1,False,-1,False,-2,False,1,False
"(111, 3)",8809,"A13ZLTV0I0UG4D","Disagree",-5,False,3,False,4,False,3,False
"(111, 3)",8809,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1197, 4)",5270,"A2FHOQX90RA45G","Disagree",4,False,-5,False,4,False,4,False
"(1197, 4)",5270,"A24DDTJEOI32PG","Disagree",-1,False,2,False,1,False,1,False
"(1197, 4)",5270,"A1B2KIB7DPC2PR","Disagree",-3,False,-3,False,2,False,-3,False
"(1197, 4)",5270,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1197, 4)",5270,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1197, 4)",5270,"A6Y7BLDK90Q19","Disagree",1,False,0,False,0,False,-4,False
"(24, 5)",5537,"A209T4ZL3NKV8H","Agree","","","","","","","",""
"(24, 5)",5537,"A6KXUJACE7X31","Agree","","","","","","","",""
"(24, 5)",5537,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(24, 5)",5537,"A1NBYKBMZYXYZL","Agree","","","","","","","",""
"(24, 5)",5537,"A3FM3KWYVBBZ15","Agree","","","","","","","",""
"(333, 5)",8029,"AOHHTBPD64EB6","Disagree",-2,False,2,False,-3,False,2,False
"(333, 5)",8029,"A7ECJKX0JHLQR","Disagree",-3,False,5,False,-5,False,-5,False
"(333, 5)",8029,"AHOARZ6ADFC90","Disagree",2,False,1,False,-3,False,2,False
"(333, 5)",8029,"ATY8RQ17JPXQD","Agree","","","","","","","",""
"(333, 5)",8029,"A1NBYKBMZYXYZL","Disagree",5,False,-1,False,-4,False,4,False
"(333, 5)",8029,"A1NRO3BJD9OG1I","Agree","","","","","","","",""
"(333, 5)",8029,"AM7FYVGVOEP66","Disagree",2,False,-1,False,-1,False,-2,False
"(262, 3)",2442,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(262, 3)",2442,"A12RPN48XPM3Y2","Agree","","","","","","","",""
"(262, 3)",2442,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(262, 3)",2442,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(262, 3)",2442,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(262, 3)",2442,"A6Y7BLDK90Q19","Disagree",1,False,-2,False,-1,False,1,False
"(1118, 3)",11686,"AP1HCIYDB0OTX","Agree","","","","","","","",""
"(1118, 3)",11686,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1118, 3)",11686,"A2VTDOJE2XP8TK","Disagree",2,False,-3,False,1,False,-2,False
"(1118, 3)",11686,"AIY8WQZDKMD5C","Disagree",-1,False,-3,False,1,False,-1,False
"(1118, 3)",11686,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1118, 3)",11686,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1118, 3)",11686,"A31RKV21MUC3R0","Disagree",4,False,-2,False,-2,False,2,False
"(765, 2)",9874,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(765, 2)",9874,"A13ZLTV0I0UG4D","Disagree",-5,False,-2,False,-2,False,3,False
"(765, 2)",9874,"AV8SVCVP9V5BK","Disagree",-4,False,1,False,-2,False,-3,False
"(765, 2)",9874,"A2VTDOJE2XP8TK","Disagree",3,False,-3,False,-2,False,2,False
"(765, 2)",9874,"AIY8WQZDKMD5C","Agree","","","","","","","",""
"(765, 2)",9874,"ACVEFRSUAPSEQ","Disagree",-5,False,-5,False,0,True,5,False
"(765, 2)",9874,"A1ILI24TOFSQRG","Disagree",4,False,-4,False,3,False,4,False
"(694, 6)",8753,"ADN76VWLV3O5S","Disagree",-5,False,-5,False,-3,False,5,False
"(694, 6)",8753,"A17JW9NUKGKRAB","Disagree",1,False,1,True,-1,False,-2,False
"(694, 6)",8753,"AC8BGOG45QWA2","Disagree",3,False,0,False,-3,False,0,True
"(694, 6)",8753,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(694, 6)",8753,"A18JQFU6QCTI6G","Disagree",-3,False,1,False,-5,False,0,False
"(916, 4)",3223,"A3NAZZEBINRI7Q","Disagree",-4,False,-4,False,0,False,4,False
"(916, 4)",3223,"ADN76VWLV3O5S","Agree","","","","","","","",""
"(916, 4)",3223,"AC8BGOG45QWA2","Disagree",-4,False,2,False,0,False,0,False
"(916, 4)",3223,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(916, 4)",3223,"A6Y7BLDK90Q19","Disagree",-1,False,-1,False,-1,False,1,False
"(1392, 5)",102,"A12ICZKU7N5NJZ","Disagree",-3,False,-5,False,0,False,5,False
"(1392, 5)",102,"A1XXMVPHRKUTAH","Agree","","","","","","","",""
"(1392, 5)",102,"A3R33E8B2QJ1KG","Disagree",-3,False,-3,False,0,False,1,False
"(1392, 5)",102,"A2QTARMOEUQMF1","Disagree",-4,False,-5,False,4,False,4,False
"(1392, 5)",102,"A2L0IEVY20A44R","Disagree",-2,False,-2,False,3,False,2,False
"(1392, 5)",102,"AYS3A8M6MIIJI","Agree","","","","","","","",""
"(1392, 5)",102,"A1BS484S0O76YT","Disagree",-2,False,-2,False,-1,False,4,False
"(1392, 5)",102,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(77, 0)",12023,"A301JS9I6MSBN1","Disagree",2,False,-1,False,-1,False,-1,False
"(77, 0)",12023,"A3AH8UT0TCYMUG","Disagree",-1,False,-1,False,-4,False,-3,False
"(77, 0)",12023,"A3R467YDQ1C8VG","Disagree",-4,False,4,False,-4,False,4,False
"(77, 0)",12023,"A1V2JY1MJ4P6CF","Disagree",-5,False,5,False,-5,False,-5,False
"(77, 0)",12023,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(77, 0)",12023,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(6, 4)",9985,"ASS1U4KZZ7UU8","Agree","","","","","","","",""
"(6, 4)",9985,"A2IFI1P3MA35AM","Disagree",5,False,0,False,-5,False,0,False
"(6, 4)",9985,"A2QSHLY790WK1G","Disagree",-2,False,-5,False,-5,False,5,False
"(6, 4)",9985,"A1V2JY1MJ4P6CF","Disagree",-3,False,4,False,-3,False,-3,False
"(6, 4)",9985,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(6, 4)",9985,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(484, 6)",10301,"A3QPPTH384NHH4","Disagree",-5,False,0,False,-5,False,5,False
"(484, 6)",10301,"A6KXUJACE7X31","Agree","","","","","","","",""
"(484, 6)",10301,"A1BG4Z8AANP95N","Disagree",2,False,-4,False,4,False,3,False
"(484, 6)",10301,"A3C9A382KUWMS0","Disagree",-5,False,-2,False,-5,False,-5,False
"(484, 6)",10301,"A2LZYRY6C411CR","Disagree",-3,False,4,False,-4,False,3,False
"(484, 6)",10301,"A3R5CALO6EH0ZR","Disagree",-3,False,4,False,-5,False,3,False
"(484, 6)",10301,"A3FM3KWYVBBZ15","Disagree",-5,False,2,False,-5,False,2,False
"(660, 1)",12310,"A18JQFU6QCTI6G","Disagree",-5,True,0,True,-5,False,0,True
"(660, 1)",12310,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(660, 1)",12310,"A1B2KIB7DPC2PR","Disagree",-2,False,-1,False,1,False,2,False
"(660, 1)",12310,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(660, 1)",12310,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1158, 0)",11584,"AC8BGOG45QWA2","Disagree",-5,False,5,False,-5,False,-5,False
"(1158, 0)",11584,"A2MR259UZRESDS","Disagree",-4,False,-5,False,3,False,4,False
"(1158, 0)",11584,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(1158, 0)",11584,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1158, 0)",11584,"A37XVHGR4ZSTSM","Disagree",-5,False,3,False,-2,False,-4,False
"(43, 1)",8978,"A1IMICF9ISISZN","Disagree",-5,False,2,False,-5,False,1,False
"(43, 1)",8978,"A1088Y6EZ4IGNI","Disagree",-5,False,5,False,-5,False,-5,False
"(43, 1)",8978,"A2ZHR3REBFEM5A","Disagree",-5,False,5,False,-5,False,-5,False
"(43, 1)",8978,"A1NBYKBMZYXYZL","Disagree",-5,False,3,False,-5,False,-5,False
"(43, 1)",8978,"AWGLY2Q18H4V4","Disagree",-3,False,5,False,-5,False,5,False
"(43, 1)",8978,"A2SG3RMGIDQTWT","Agree","","","","","","","",""
"(1096, 1)",8782,"A34X0770UBSQ9I","Disagree",3,False,3,False,4,False,4,False
"(1096, 1)",8782,"A2Q3ZPCNE2EOAO","Disagree",3,False,-2,False,-2,False,4,False
"(1096, 1)",8782,"A2WNW8A4MOR7T7","Disagree",-3,False,-3,False,-2,False,3,False
"(1096, 1)",8782,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1096, 1)",8782,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1096, 1)",8782,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(228, 3)",5026,"A2HUVJPLKGUKFQ","Agree","","","","","","","",""
"(228, 3)",5026,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(228, 3)",5026,"A33Q6ZDC8I3W9E","Disagree",-5,False,-5,False,-5,False,0,False
"(228, 3)",5026,"A5379LUINT3PC","Agree","","","","","","","",""
"(228, 3)",5026,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1314, 2)",1976,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1314, 2)",1976,"A2LV5QYHH24OMY","Disagree",3,False,-2,False,2,False,2,False
"(1314, 2)",1976,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(1314, 2)",1976,"A1WBDABVNFU4ZN","Disagree",5,False,-5,False,-5,False,-5,False
"(1314, 2)",1976,"A21AKIQ5VH41TA","Disagree",4,False,-2,False,-3,False,3,False
"(1314, 2)",1976,"A37XVHGR4ZSTSM","Disagree",-5,False,-2,False,-4,False,-5,False
"(1314, 2)",1976,"A3HSFRJPM3E89Z","Disagree",5,False,2,False,-5,False,3,False
"(450, 5)",14079,"A10GCI84NSKYM","Agree","","","","","","","",""
"(450, 5)",14079,"A3AH8UT0TCYMUG","Disagree",3,False,-2,False,3,False,2,False
"(450, 5)",14079,"A2SG3RMGIDQTWT","Disagree",5,False,-2,False,-5,False,-4,False
"(450, 5)",14079,"A3IJI5VFWLI7DA","Disagree",-5,False,-5,False,-3,False,3,False
"(450, 5)",14079,"A3D1E4E0Y2MN5F","Disagree",1,False,-2,False,1,False,-4,False
"(882, 0)",5805,"A3AH8UT0TCYMUG","Disagree",3,False,0,True,-3,False,-4,False
"(882, 0)",5805,"A2FHOQX90RA45G","Disagree",-5,False,-5,False,0,True,-5,False
"(882, 0)",5805,"A2FDXVWVI05XA4","Disagree",5,False,-4,False,3,False,-5,False
"(882, 0)",5805,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(882, 0)",5805,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(882, 0)",5805,"A1BS484S0O76YT","Disagree",-2,False,3,False,-4,False,-4,False
"(811, 4)",8700,"A32LCM1ZARQLOG","Disagree",2,False,3,False,-2,False,3,False
"(811, 4)",8700,"A1UDQV4PUFYPKN","Disagree",-2,False,5,False,-5,False,5,False
"(811, 4)",8700,"A17Q2CTSOVDMOS","Disagree",3,False,2,False,-2,False,-3,False
"(811, 4)",8700,"A3GO5L86SKLUIK","Disagree",-5,False,5,False,0,False,-5,False
"(811, 4)",8700,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(811, 4)",8700,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1129, 1)",1651,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(1129, 1)",1651,"A11JA8LC2HGSTH","Disagree",-4,False,-4,False,-3,False,3,False
"(1129, 1)",1651,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1129, 1)",1651,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1129, 1)",1651,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1129, 1)",1651,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(9, 2)",9875,"APFE0NBU7J08E","Agree","","","","","","","",""
"(9, 2)",9875,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(9, 2)",9875,"A2VC5HZF0SQUWP","Agree","","","","","","","",""
"(9, 2)",9875,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(9, 2)",9875,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(379, 6)",8753,"A1FNEVG87BS5K0","Agree","","","","","","","",""
"(379, 6)",8753,"AQMT9SLNOUZQI","Disagree",-3,False,-4,False,0,False,-5,False
"(379, 6)",8753,"A3C9A382KUWMS0","Disagree",5,False,0,False,0,False,-5,False
"(379, 6)",8753,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(379, 6)",8753,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(679, 5)",5300,"ACVEFRSUAPSEQ","Disagree",3,False,-5,False,0,True,4,False
"(679, 5)",5300,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(679, 5)",5300,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(679, 5)",5300,"A1BS484S0O76YT","Disagree",-4,False,2,False,-3,False,1,False
"(679, 5)",5300,"A3L9J8AER0FU3V","Disagree",-5,False,-4,False,-5,False,0,False
"(777, 5)",9989,"A2HUSOVMMRJNNX","Disagree",4,False,-4,False,2,False,4,False
"(777, 5)",9989,"ACPUTK2MNMYHB","Agree","","","","","","","",""
"(777, 5)",9989,"ADN76VWLV3O5S","Disagree",5,False,-5,False,-5,False,5,False
"(777, 5)",9989,"AZ8RYHKONKOCB","Agree","","","","","","","",""
